Protein Group,Protein ID,Accession,Score (%),-10lgP,Coverage (%),Coverage (%) Donor29_Thermolysin_FT,Coverage (%) Donor30_Thermolysin_A,Coverage (%) Donor30_Thermolysin_B,Coverage (%) Donor30_Thermolysin_C,Coverage (%) Donor30_Thermolysin_D,Coverage (%) Donor30_Thermolysin_E,Coverage (%) Donor30_Thermolysin_F,Coverage (%) Donor30_Thermolysin_G,Coverage (%) Donor30_Thermolysin_H,Coverage (%) Donor30_Thermolysin_FT,Coverage (%) Donor29_Thermolysin_A,Coverage (%) Donor29_Thermolysin_B,Coverage (%) Donor29_Thermolysin_C,Coverage (%) Donor29_Thermolysin_D,Coverage (%) Donor29_Thermolysin_E,Coverage (%) Donor29_Thermolysin_F,Coverage (%) Donor29_Thermolysin_G,Coverage (%) Donor29_Thermolysin_H,Coverage (%) Donor29_TrypLysC_A,Coverage (%) Donor29_TrypLysC_B,Coverage (%) Donor29_TrypLysC_C,Coverage (%) Donor29_TrypLysC_D,Coverage (%) Donor29_TrypLysC_E,Coverage (%) Donor29_TrypLysC_F,Coverage (%) Donor29_TrypLysC_G,Coverage (%) Donor29_TrypLysC_H,Coverage (%) Donor29_TrypLysC_FT,Coverage (%) Donor30_TrypLysC_A,Coverage (%) Donor30_TrypLysC_B,Coverage (%) Donor30_TrypLysC_C,Coverage (%) Donor30_TrypLysC_D,Coverage (%) Donor30_TrypLysC_E,Coverage (%) Donor30_TrypLysC_F,Coverage (%) Donor30_TrypLysC_G,Coverage (%) Donor30_TrypLysC_H,Coverage (%) Donor24_TrypLysC_A,Coverage (%) Donor24_TrypLysC_B,Coverage (%) Donor24_TrypLysC_C,Coverage (%) Donor24_TrypLysC_D,Coverage (%) Donor24_TrypLysC_E,Coverage (%) Donor24_TrypLysC_FT,Coverage (%) Donor24_TrypLysC_F,Coverage (%) Donor24_TrypLysC_G,Coverage (%) Donor24_TrypLysC_H,Coverage (%) Donor24_Thermolysin_A,Coverage (%) Donor24_Thermolysin_B,Coverage (%) Donor24_Thermolysin_C,Coverage (%) Donor24_Thermolysin_D,Coverage (%) Donor24_Thermolysin_E,Coverage (%) Donor24_Thermolysin_FT,Coverage (%) Donor24_Thermolysin_F,Coverage (%) Donor24_Thermolysin_G,Coverage (%) Donor24_Thermolysin_H,Area Donor29_Thermolysin_FT,Area Donor30_Thermolysin_A,Area Donor30_Thermolysin_B,Area Donor30_Thermolysin_C,Area Donor30_Thermolysin_D,Area Donor30_Thermolysin_E,Area Donor30_Thermolysin_F,Area Donor30_Thermolysin_G,Area Donor30_Thermolysin_H,Area Donor30_Thermolysin_FT,Area Donor29_Thermolysin_A,Area Donor29_Thermolysin_B,Area Donor29_Thermolysin_C,Area Donor29_Thermolysin_D,Area Donor29_Thermolysin_E,Area Donor29_Thermolysin_F,Area Donor29_Thermolysin_G,Area Donor29_Thermolysin_H,Area Donor29_TrypLysC_A,Area Donor29_TrypLysC_B,Area Donor29_TrypLysC_C,Area Donor29_TrypLysC_D,Area Donor29_TrypLysC_E,Area Donor29_TrypLysC_F,Area Donor29_TrypLysC_G,Area Donor29_TrypLysC_H,Area Donor29_TrypLysC_FT,Area Donor30_TrypLysC_A,Area Donor30_TrypLysC_B,Area Donor30_TrypLysC_C,Area Donor30_TrypLysC_D,Area Donor30_TrypLysC_E,Area Donor30_TrypLysC_F,Area Donor30_TrypLysC_G,Area Donor30_TrypLysC_H,Area Donor24_TrypLysC_A,Area Donor24_TrypLysC_B,Area Donor24_TrypLysC_C,Area Donor24_TrypLysC_D,Area Donor24_TrypLysC_E,Area Donor24_TrypLysC_FT,Area Donor24_TrypLysC_F,Area Donor24_TrypLysC_G,Area Donor24_TrypLysC_H,Area Donor24_Thermolysin_A,Area Donor24_Thermolysin_B,Area Donor24_Thermolysin_C,Area Donor24_Thermolysin_D,Area Donor24_Thermolysin_E,Area Donor24_Thermolysin_FT,Area Donor24_Thermolysin_F,Area Donor24_Thermolysin_G,Area Donor24_Thermolysin_H,#Peptides,#Unique,#Spec Donor29_Thermolysin_FT,#Spec Donor30_Thermolysin_A,#Spec Donor30_Thermolysin_B,#Spec Donor30_Thermolysin_C,#Spec Donor30_Thermolysin_D,#Spec Donor30_Thermolysin_E,#Spec Donor30_Thermolysin_F,#Spec Donor30_Thermolysin_G,#Spec Donor30_Thermolysin_H,#Spec Donor30_Thermolysin_FT,#Spec Donor29_Thermolysin_A,#Spec Donor29_Thermolysin_B,#Spec Donor29_Thermolysin_C,#Spec Donor29_Thermolysin_D,#Spec Donor29_Thermolysin_E,#Spec Donor29_Thermolysin_F,#Spec Donor29_Thermolysin_G,#Spec Donor29_Thermolysin_H,#Spec Donor29_TrypLysC_A,#Spec Donor29_TrypLysC_B,#Spec Donor29_TrypLysC_C,#Spec Donor29_TrypLysC_D,#Spec Donor29_TrypLysC_E,#Spec Donor29_TrypLysC_F,#Spec Donor29_TrypLysC_G,#Spec Donor29_TrypLysC_H,#Spec Donor29_TrypLysC_FT,#Spec Donor30_TrypLysC_A,#Spec Donor30_TrypLysC_B,#Spec Donor30_TrypLysC_C,#Spec Donor30_TrypLysC_D,#Spec Donor30_TrypLysC_E,#Spec Donor30_TrypLysC_F,#Spec Donor30_TrypLysC_G,#Spec Donor30_TrypLysC_H,#Spec Donor24_TrypLysC_A,#Spec Donor24_TrypLysC_B,#Spec Donor24_TrypLysC_C,#Spec Donor24_TrypLysC_D,#Spec Donor24_TrypLysC_E,#Spec Donor24_TrypLysC_FT,#Spec Donor24_TrypLysC_F,#Spec Donor24_TrypLysC_G,#Spec Donor24_TrypLysC_H,#Spec Donor24_Thermolysin_A,#Spec Donor24_Thermolysin_B,#Spec Donor24_Thermolysin_C,#Spec Donor24_Thermolysin_D,#Spec Donor24_Thermolysin_E,#Spec Donor24_Thermolysin_FT,#Spec Donor24_Thermolysin_F,#Spec Donor24_Thermolysin_G,#Spec Donor24_Thermolysin_H,PTM,Avg. Mass,Description
826,3322,A0A0C4DH39|HV158_HUMAN,98.8,61.65,21,0,0,0,12,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,,,,1.3076E6,3.9116E5,,,,,,,1.0217E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6528E7,,,,,,,,2,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Carbamidomethylation,13005,Immunoglobulin heavy variable 1-58 OS=Homo sapiens OX=9606 GN=IGHV1-58 PE=3 SV=1
1990,7426,P26885|FKBP2_HUMAN,87.3,61.62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6942E6,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,15649,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2
1254,2537,Q01650|LAT1_HUMAN,98.2,61.56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,6.757E5,,,,,,,,,5.1043E6,,,,,,,,,8.357E4,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,55010,Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2
2115,6935,Q13868|EXOS2_HUMAN,85.2,61.56,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8897E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,32789,Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2
2115,7352,Q13868-3|EXOS2_HUMAN,85.0,61.56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8897E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29408,Isoform 3 of Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2
1497,2330,P42285|MTREX_HUMAN,98.5,61.52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1373E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,117805,Exosome RNA helicase MTR4 OS=Homo sapiens OX=9606 GN=MTREX PE=1 SV=3
1414,3024,Q14692|BMS1_HUMAN,96.5,61.47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3404E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,145807,Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1
1840,5109,P11597-2|CETP_HUMAN,89.7,61.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5.7206E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,47787,Isoform 2 of Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP
1840,5108,P11597|CETP_HUMAN,89.7,61.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,5.7206E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54756,Cholesteryl ester transfer protein OS=Homo sapiens OX=9606 GN=CETP PE=1 SV=2
1114,56906,O95084|PRS23_HUMAN,92.1,61.38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6788E5,1.5326E6,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,43001,Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23 PE=1 SV=1
1114,6433,O95084-2|PRS23_HUMAN,92.1,61.38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6788E5,1.5326E6,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,39642,Isoform 2 of Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23
1350,3491,Q9UBX3-2|DIC_HUMAN,96.5,61.22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5128E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,32145,Isoform 2 of Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10
1621,4696,P42771-4|CDN2A_HUMAN,87.1,60.99,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.4215E5,,,,,,,,,3.9525E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17883,Isoform 5 of Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A
1621,5079,P42771|CDN2A_HUMAN,85.0,60.99,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.4215E5,,,,,,,,,3.9525E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16533,Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A PE=1 SV=2
1621,8532,P42771-2|CDN2A_HUMAN,65.8,60.99,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,2.4215E5,,,,,,,,,3.9525E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11215,Isoform 2 of Cyclin-dependent kinase inhibitor 2A OS=Homo sapiens OX=9606 GN=CDKN2A
1563,2634,Q9NX63|MIC19_HUMAN,97.7,60.95,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,1.5373E5,,,,,,,,,1.6418E6,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26152,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1
1604,3658,A0A0B4J2D5|GAL3B_HUMAN,92.8,60.82,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2077E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28142,Putative glutamine amidotransferase-like class 1 domain-containing protein 3B  mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B PE=5 SV=1
1604,3657,P0DPI2|GAL3A_HUMAN,92.8,60.82,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2077E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28170,Glutamine amidotransferase-like class 1 domain-containing protein 3  mitochondrial OS=Homo sapiens OX=9606 GN=GATD3 PE=1 SV=1
2045,4362,O43172-2|PRP4_HUMAN,88.6,60.81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.205E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58321,Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4
2045,4363,O43172|PRP4_HUMAN,88.6,60.81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.205E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,58449,U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2
1525,2482,P30838|AL3A1_HUMAN,98.3,60.70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0863E5,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation,50395,Aldehyde dehydrogenase  dimeric NADP-preferring OS=Homo sapiens OX=9606 GN=ALDH3A1 PE=1 SV=3
1344,2810,O95292|VAPB_HUMAN,97.1,60.69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7995E6,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27228,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3
858,4214,Q86UD1|OAF_HUMAN,96.2,60.68,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2.1204E5,0,,,,,,,,4.0956E5,6.5286E5,,,,,,,5.7684E5,9.1062E5,,1.9023E5,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,30688,Out at first protein homolog OS=Homo sapiens OX=9606 GN=OAF PE=2 SV=1
1878,3686,Q5F1R6|DJC21_HUMAN,93.7,60.66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5605E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,62028,DnaJ homolog subfamily C member 21 OS=Homo sapiens OX=9606 GN=DNAJC21 PE=1 SV=2
1878,3687,Q5F1R6-3|DJC21_HUMAN,93.7,60.66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5605E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63684,Isoform 3 of DnaJ homolog subfamily C member 21 OS=Homo sapiens OX=9606 GN=DNAJC21
1878,3688,Q5F1R6-2|DJC21_HUMAN,93.7,60.66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5605E5,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67141,Isoform 2 of DnaJ homolog subfamily C member 21 OS=Homo sapiens OX=9606 GN=DNAJC21
1591,3528,Q15185-4|TEBP_HUMAN,94.4,60.60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0462E7,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16476,Isoform 4 of Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3
1591,3529,Q15185|TEBP_HUMAN,94.4,60.60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0462E7,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,18697,Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1
1591,3726,Q15185-3|TEBP_HUMAN,93.8,60.60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0462E7,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14959,Isoform 3 of Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3
