Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Donor24_TrypLysC_A Spectral Count	Donor24_TrypLysC_B Spectral Count	Donor24_TrypLysC_C Spectral Count	Donor24_TrypLysC_D Spectral Count	Donor24_TrypLysC_E Spectral Count	Donor24_TrypLysC_F Spectral Count	Donor24_TrypLysC_FT Spectral Count	Donor24_TrypLysC_G Spectral Count	Donor24_TrypLysC_H Spectral Count	Donor29_TrypLysC_A Spectral Count	Donor29_TrypLysC_B Spectral Count	Donor29_TrypLysC_C Spectral Count	Donor29_TrypLysC_D Spectral Count	Donor29_TrypLysC_E Spectral Count	Donor29_TrypLysC_F Spectral Count	Donor29_TrypLysC_FT Spectral Count	Donor29_TrypLysC_G Spectral Count	Donor29_TrypLysC_H Spectral Count	Donor30_TrypLysC_A Spectral Count	Donor30_TrypLysC_B Spectral Count	Donor30_TrypLysC_C Spectral Count	Donor30_TrypLysC_D Spectral Count	Donor30_TrypLysC_E Spectral Count	Donor30_TrypLysC_F Spectral Count	Donor30_TrypLysC_FT Spectral Count	Donor30_TrypLysC_G Spectral Count	Donor30_TrypLysC_H Spectral Count	Donor24_TrypLysC_A Unique Spectral Count	Donor24_TrypLysC_B Unique Spectral Count	Donor24_TrypLysC_C Unique Spectral Count	Donor24_TrypLysC_D Unique Spectral Count	Donor24_TrypLysC_E Unique Spectral Count	Donor24_TrypLysC_F Unique Spectral Count	Donor24_TrypLysC_FT Unique Spectral Count	Donor24_TrypLysC_G Unique Spectral Count	Donor24_TrypLysC_H Unique Spectral Count	Donor29_TrypLysC_A Unique Spectral Count	Donor29_TrypLysC_B Unique Spectral Count	Donor29_TrypLysC_C Unique Spectral Count	Donor29_TrypLysC_D Unique Spectral Count	Donor29_TrypLysC_E Unique Spectral Count	Donor29_TrypLysC_F Unique Spectral Count	Donor29_TrypLysC_FT Unique Spectral Count	Donor29_TrypLysC_G Unique Spectral Count	Donor29_TrypLysC_H Unique Spectral Count	Donor30_TrypLysC_A Unique Spectral Count	Donor30_TrypLysC_B Unique Spectral Count	Donor30_TrypLysC_C Unique Spectral Count	Donor30_TrypLysC_D Unique Spectral Count	Donor30_TrypLysC_E Unique Spectral Count	Donor30_TrypLysC_F Unique Spectral Count	Donor30_TrypLysC_FT Unique Spectral Count	Donor30_TrypLysC_G Unique Spectral Count	Donor30_TrypLysC_H Unique Spectral Count	Donor24_TrypLysC_A Total Spectral Count	Donor24_TrypLysC_B Total Spectral Count	Donor24_TrypLysC_C Total Spectral Count	Donor24_TrypLysC_D Total Spectral Count	Donor24_TrypLysC_E Total Spectral Count	Donor24_TrypLysC_F Total Spectral Count	Donor24_TrypLysC_FT Total Spectral Count	Donor24_TrypLysC_G Total Spectral Count	Donor24_TrypLysC_H Total Spectral Count	Donor29_TrypLysC_A Total Spectral Count	Donor29_TrypLysC_B Total Spectral Count	Donor29_TrypLysC_C Total Spectral Count	Donor29_TrypLysC_D Total Spectral Count	Donor29_TrypLysC_E Total Spectral Count	Donor29_TrypLysC_F Total Spectral Count	Donor29_TrypLysC_FT Total Spectral Count	Donor29_TrypLysC_G Total Spectral Count	Donor29_TrypLysC_H Total Spectral Count	Donor30_TrypLysC_A Total Spectral Count	Donor30_TrypLysC_B Total Spectral Count	Donor30_TrypLysC_C Total Spectral Count	Donor30_TrypLysC_D Total Spectral Count	Donor30_TrypLysC_E Total Spectral Count	Donor30_TrypLysC_F Total Spectral Count	Donor30_TrypLysC_FT Total Spectral Count	Donor30_TrypLysC_G Total Spectral Count	Donor30_TrypLysC_H Total Spectral Count	Donor24_TrypLysC_A Intensity	Donor24_TrypLysC_B Intensity	Donor24_TrypLysC_C Intensity	Donor24_TrypLysC_D Intensity	Donor24_TrypLysC_E Intensity	Donor24_TrypLysC_F Intensity	Donor24_TrypLysC_FT Intensity	Donor24_TrypLysC_G Intensity	Donor24_TrypLysC_H Intensity	Donor29_TrypLysC_A Intensity	Donor29_TrypLysC_B Intensity	Donor29_TrypLysC_C Intensity	Donor29_TrypLysC_D Intensity	Donor29_TrypLysC_E Intensity	Donor29_TrypLysC_F Intensity	Donor29_TrypLysC_FT Intensity	Donor29_TrypLysC_G Intensity	Donor29_TrypLysC_H Intensity	Donor30_TrypLysC_A Intensity	Donor30_TrypLysC_B Intensity	Donor30_TrypLysC_C Intensity	Donor30_TrypLysC_D Intensity	Donor30_TrypLysC_E Intensity	Donor30_TrypLysC_F Intensity	Donor30_TrypLysC_FT Intensity	Donor30_TrypLysC_G Intensity	Donor30_TrypLysC_H Intensity	Donor24_TrypLysC_A MaxLFQ Intensity	Donor24_TrypLysC_B MaxLFQ Intensity	Donor24_TrypLysC_C MaxLFQ Intensity	Donor24_TrypLysC_D MaxLFQ Intensity	Donor24_TrypLysC_E MaxLFQ Intensity	Donor24_TrypLysC_F MaxLFQ Intensity	Donor24_TrypLysC_FT MaxLFQ Intensity	Donor24_TrypLysC_G MaxLFQ Intensity	Donor24_TrypLysC_H MaxLFQ Intensity	Donor29_TrypLysC_A MaxLFQ Intensity	Donor29_TrypLysC_B MaxLFQ Intensity	Donor29_TrypLysC_C MaxLFQ Intensity	Donor29_TrypLysC_D MaxLFQ Intensity	Donor29_TrypLysC_E MaxLFQ Intensity	Donor29_TrypLysC_F MaxLFQ Intensity	Donor29_TrypLysC_FT MaxLFQ Intensity	Donor29_TrypLysC_G MaxLFQ Intensity	Donor29_TrypLysC_H MaxLFQ Intensity	Donor30_TrypLysC_A MaxLFQ Intensity	Donor30_TrypLysC_B MaxLFQ Intensity	Donor30_TrypLysC_C MaxLFQ Intensity	Donor30_TrypLysC_D MaxLFQ Intensity	Donor30_TrypLysC_E MaxLFQ Intensity	Donor30_TrypLysC_F MaxLFQ Intensity	Donor30_TrypLysC_FT MaxLFQ Intensity	Donor30_TrypLysC_G MaxLFQ Intensity	Donor30_TrypLysC_H MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9UBP6|TRMB_HUMAN	Q9UBP6	TRMB_HUMAN	METTL1	276	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA (guanine-N(7)-)-methyltransferase	1.0	0.998	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4932477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBP9-3|GULP1_HUMAN	Q9UBP9-3	GULP1_HUMAN	GULP1	201	Homo sapiens OX=9606		Isoform 3 of PTB domain-containing engulfment adapter protein 1	0.48	0.9868	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1848621.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3127212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UBP9-4|GULP1_HUMAN, sp|Q9UBP9|GULP1_HUMAN
sp|Q9UBQ0-2|VPS29_HUMAN	Q9UBQ0-2	VPS29_HUMAN	VPS29	186	Homo sapiens OX=9606		Isoform 2 of Vacuolar protein sorting-associated protein 29	1.0	0.9985	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5685166E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9266052E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UBQ0|VPS29_HUMAN
sp|Q9UBQ5-2|EIF3K_HUMAN	Q9UBQ5-2	EIF3K_HUMAN	EIF3K	211	Homo sapiens OX=9606		Isoform 2 of Eukaryotic translation initiation factor 3 subunit K	0.89	0.9985	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8341094E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0247146E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UBQ5|EIF3K_HUMAN
sp|Q9UBQ7|GRHPR_HUMAN	Q9UBQ7	GRHPR_HUMAN	GRHPR	328	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyoxylate reductase/hydroxypyruvate reductase	1.0	0.9987	4	6	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.7619984E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4925608E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3763944E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3540466E7	0.0	0.0	0.0	
sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathepsin Z	1.0	0.9989	2	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	652531.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5304411.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5369534E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBS4|DJB11_HUMAN	Q9UBS4	DJB11_HUMAN	DNAJB11	358	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 11	1.0	0.9984	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6223268E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1465312E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1518864E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1518604E7	0.0	0.0	0.0	
sp|Q9UBT2|SAE2_HUMAN	Q9UBT2	SAE2_HUMAN	UBA2	640	Homo sapiens OX=9606	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1.0	0.999	4	4	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2611336E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBV8|PEF1_HUMAN	Q9UBV8	PEF1_HUMAN	PEF1	284	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peflin	0.53	0.9894	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBW8|CSN7A_HUMAN	Q9UBW8	CSN7A_HUMAN	COPS7A	275	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 7a	0.9	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4306013.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UBX3-2|DIC_HUMAN	Q9UBX3-2	DIC_HUMAN	SLC25A10	296	Homo sapiens OX=9606		Isoform 2 of Mitochondrial dicarboxylate carrier	1.0	0.9967	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9601750.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UBX3|DIC_HUMAN
sp|Q9UDY2-2|ZO2_HUMAN	Q9UDY2-2	ZO2_HUMAN	TJP2	1043	Homo sapiens OX=9606		Isoform A2 of Tight junction protein ZO-2	1.0	0.9943	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2380348E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UDY2-3|ZO2_HUMAN, sp|Q9UDY2-4|ZO2_HUMAN, sp|Q9UDY2-5|ZO2_HUMAN, sp|Q9UDY2-6|ZO2_HUMAN, sp|Q9UDY2-7|ZO2_HUMAN, sp|Q9UDY2|ZO2_HUMAN
sp|Q9UDY4|DNJB4_HUMAN	Q9UDY4	DNJB4_HUMAN	DNAJB4	337	Homo sapiens OX=9606	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 4	1.0	0.9989	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3760014E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4848646E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UEW3-2|MARCO_HUMAN	Q9UEW3-2	MARCO_HUMAN	MARCO	442	Homo sapiens OX=9606		Isoform 2 of Macrophage receptor MARCO	1.0	0.999	2	5	0	5	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1.3972388E7	8577954.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3401777.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UEW3|MARCO_HUMAN
sp|Q9UG63-2|ABCF2_HUMAN	Q9UG63-2	ABCF2_HUMAN	ABCF2	634	Homo sapiens OX=9606		Isoform 2 of ATP-binding cassette sub-family F member 2	1.0	0.9897	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3051008.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2452605.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UG63|ABCF2_HUMAN
sp|Q9UGI8-2|TES_HUMAN	Q9UGI8-2	TES_HUMAN	TES	412	Homo sapiens OX=9606		Isoform 2 of Testin	1.0	0.999	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3180192E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.2030184E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5442046E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7081872E7	0.0	0.0	0.0	sp|Q9UGI8|TES_HUMAN
sp|Q9UGM3-2|DMBT1_HUMAN	Q9UGM3-2	DMBT1_HUMAN	DMBT1	1785	Homo sapiens OX=9606		Isoform 2 of Deleted in malignant brain tumors 1 protein	1.0	0.999	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	5491890.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3521217.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UGM3-3|DMBT1_HUMAN, sp|Q9UGM3-4|DMBT1_HUMAN, sp|Q9UGM3-5|DMBT1_HUMAN, sp|Q9UGM3-6|DMBT1_HUMAN, sp|Q9UGM3-7|DMBT1_HUMAN, sp|Q9UGM3-8|DMBT1_HUMAN, sp|Q9UGM3-9|DMBT1_HUMAN, sp|Q9UGM3|DMBT1_HUMAN
sp|Q9UGM5|FETUB_HUMAN	Q9UGM5	FETUB_HUMAN	FETUB	382	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fetuin-B	1.0	0.9975	5	10	2	10	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	3.1317584E7	0.0	0.0	3525823.5	0.0	6488300.5	5418930.5	0.0	3804913.2	0.0	0.0	0.0	5334524.5	7721254.0	1.2160856E8	0.0	1.0463378E7	7537152.5	3.2024086E7	3594333.0	5295572.5	0.0	4834497.5	5636588.0	0.0	5544501.5	0.0	0.0	0.0	0.0	2510171.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9741568E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UGP8|SEC63_HUMAN	Q9UGP8	SEC63_HUMAN	SEC63	760	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translocation protein SEC63 homolog	1.0	0.9987	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4516796E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5876788E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2149668E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0929538E7	0.0	0.0	0.0	
sp|Q9UHB6-2|LIMA1_HUMAN	Q9UHB6-2	LIMA1_HUMAN	LIMA1	599	Homo sapiens OX=9606		Isoform Alpha of LIM domain and actin-binding protein 1	1.0	0.9988	4	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3795788E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9049912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4897114E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4780006E7	0.0	0.0	0.0	sp|Q9UHB6-4|LIMA1_HUMAN, sp|Q9UHB6-5|LIMA1_HUMAN, sp|Q9UHB6|LIMA1_HUMAN
